Order ID,Order Date,Date Key,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Order Year,Order Month,Profit Margin,Discount Category
EMEA-2021-150630,2021-09-17,20210917,France,Paris,Emea,Eu-West,Intel,1051,Tech,Smb,Saas Connector Pack - Gold,3.264,2,0.2,1.1016,2021,9,0.3375,Low
EMEA-2021-150630,2021-09-17,20210917,France,Paris,Emea,Eu-West,Intel,1051,Tech,Smb,Chatbot Plugin,86.304,6,0.2,9.7092,2021,9,0.11249999999999999,Low
EMEA-2021-150630,2021-09-17,20210917,France,Paris,Emea,Eu-West,Intel,1051,Tech,Smb,Contactmatcher,6.858,6,0.7,-5.715,2021,9,-0.8333333333333334,High
EMEA-2021-150630,2021-09-17,20210917,France,Paris,Emea,Eu-West,Intel,1051,Tech,Smb,Chatbot Plugin,15.76,2,0.2,3.546,2021,9,0.22499999999999998,Low
APJ-2023-107727,2023-10-20,20231020,Japan,Tokyo,Apj,Japn,Glencore,1083,Misc,Enterprise,Support,29.472,3,0.2,9.9468,2023,10,0.33749999999999997,Low
APJ-2022-117590,2022-12-09,20221209,Japan,Aichi,Apj,Japn,Procter & Gamble,1077,Consumer Products,Strategic,Site Analytics,1097.544,7,0.2,123.4737,2022,12,0.11249999999999999,Low
APJ-2022-117590,2022-12-09,20221209,Japan,Aichi,Apj,Japn,Procter & Gamble,1077,Consumer Products,Strategic,Saas Connector Pack,190.92,5,0.6,-147.963,2022,12,-0.775,High
APJ-2021-117415,2021-12-27,20211227,Japan,Tokyo,Apj,Japn,Banco Santander,1101,Finance,Enterprise,Saas Connector Pack - Gold,113.328,9,0.2,35.415,2021,12,0.3125,Low
APJ-2021-117415,2021-12-27,20211227,Japan,Tokyo,Apj,Japn,Banco Santander,1101,Finance,Enterprise,Marketing Suite,532.3992,3,0.32,-46.9764,2021,12,-0.08823529411764706,Medium
APJ-2021-117415,2021-12-27,20211227,Japan,Tokyo,Apj,Japn,Banco Santander,1101,Finance,Enterprise,Financehub,212.058,3,0.3,-15.147,2021,12,-0.07142857142857144,Medium
APJ-2021-117415,2021-12-27,20211227,Japan,Tokyo,Apj,Japn,Banco Santander,1101,Finance,Enterprise,Site Analytics,371.168,4,0.2,41.7564,2021,12,0.1125,Low
APJ-2023-120999,2023-09-11,20230911,Australia,Wollongong,Apj,Anz,Pemex,1058,Energy,Strategic,Site Analytics,147.168,4,0.2,16.5564,2023,9,0.11249999999999999,Low
AMER-2022-101343,2022-07-18,20220718,United States,New York City,Amer,Namer,Siemens,1043,Manufacturing,Strategic,Marketing Suite - Gold,77.88,2,0.0,3.894,2022,7,0.05,No Discount
EMEA-2023-139619,2023-09-20,20230920,Germany,Hanover,Emea,Eu-West,Samsung Electronics,1015,Tech,Strategic,Marketing Suite - Gold,95.616,2,0.2,9.5616,2023,9,0.1,Low
EMEA-2022-118255,2022-03-12,20220312,Luxembourg,Luxembourg,Emea,Eu-West,Sony,1028,Tech,Strategic,Data Smasher,45.98,2,0.0,19.7714,2022,3,0.43000000000000005,No Discount
EMEA-2022-118255,2022-03-12,20220312,Luxembourg,Luxembourg,Emea,Eu-West,Sony,1028,Tech,Strategic,Contactmatcher,17.46,2,0.0,8.2062,2022,3,0.47000000000000003,No Discount
AMER-2020-146703,2020-10-20,20201020,Brazil,Salvador,Amer,Latam,Morgan Stanley,1068,Finance,Smb,Marketing Suite - Gold,211.96,4,0.0,8.4784,2020,10,0.04,No Discount
APJ-2022-169194,2022-06-21,20220621,Philippines,Davao City,Apj,Apac,Bank Of America Corp.,1011,Finance,Smb,Data Smasher,45.0,3,0.0,4.95,2022,6,0.11,No Discount
APJ-2022-169194,2022-06-21,20220621,Philippines,Davao City,Apj,Apac,Bank Of America Corp.,1011,Finance,Smb,Site Analytics,21.8,2,0.0,6.104,2022,6,0.27999999999999997,No Discount
APJ-2021-115742,2021-04-18,20210418,India,Kolkata,Apj,Ind,Siemens,1043,Manufacturing,Smb,Contactmatcher,38.22,6,0.0,17.9634,2021,4,0.47000000000000003,No Discount
APJ-2021-115742,2021-04-18,20210418,India,Kolkata,Apj,Ind,Siemens,1043,Manufacturing,Smb,Financehub,75.18,6,0.0,35.3346,2021,4,0.47,No Discount
APJ-2021-115742,2021-04-18,20210418,India,Kolkata,Apj,Ind,Siemens,1043,Manufacturing,Smb,Saas Connector Pack,6.16,2,0.0,2.9568,2021,4,0.48,No Discount
APJ-2021-115742,2021-04-18,20210418,India,Kolkata,Apj,Ind,Siemens,1043,Manufacturing,Smb,Financehub,89.99,1,0.0,17.0981,2021,4,0.19,No Discount
EMEA-2022-105816,2022-12-12,20221212,United Kingdom,London,Emea,Ukir,Tesco,1059,Retail,Strategic,Storage,15.26,7,0.0,6.2566,2022,12,0.41,No Discount
EMEA-2022-105816,2022-12-12,20221212,United Kingdom,London,Emea,Ukir,Tesco,1059,Retail,Strategic,Site Analytics,1029.95,5,0.0,298.6855,2022,12,0.29,No Discount
EMEA-2022-111682,2022-06-18,20220618,United Kingdom,Brighton,Emea,Ukir,Aviva,1006,Finance,Smb,Marketing Suite - Gold,208.56,6,0.0,52.14,2022,6,0.25,No Discount
EMEA-2022-111682,2022-06-18,20220618,United Kingdom,Brighton,Emea,Ukir,Aviva,1006,Finance,Smb,Support,32.4,5,0.0,15.552,2022,6,0.48,No Discount
EMEA-2022-111682,2022-06-18,20220618,United Kingdom,Brighton,Emea,Ukir,Aviva,1006,Finance,Smb,Financehub,319.41,5,0.1,7.098,2022,6,0.02222222222222222,Low
EMEA-2022-111682,2022-06-18,20220618,United Kingdom,Brighton,Emea,Ukir,Aviva,1006,Finance,Smb,Support,14.56,2,0.0,6.9888,2022,6,0.48,No Discount
EMEA-2022-111682,2022-06-18,20220618,United Kingdom,Brighton,Emea,Ukir,Aviva,1006,Finance,Smb,Data Smasher,30.0,2,0.0,3.3,2022,6,0.11,No Discount
EMEA-2022-111682,2022-06-18,20220618,United Kingdom,Brighton,Emea,Ukir,Aviva,1006,Finance,Smb,Contactmatcher,48.48,4,0.2,16.362,2022,6,0.33749999999999997,Low
EMEA-2022-111682,2022-06-18,20220618,United Kingdom,Brighton,Emea,Ukir,Aviva,1006,Finance,Smb,Chatbot Plugin,1.68,1,0.0,0.84,2022,6,0.5,No Discount
AMER-2021-135545,2021-11-24,20211124,United States,New York City,Amer,Namer,Mondelez International,1067,Consumer Products,Smb,Data Smasher,13.98,2,0.0,6.1512,2021,11,0.44,No Discount
AMER-2021-135545,2021-11-24,20211124,United States,New York City,Amer,Namer,Mondelez International,1067,Consumer Products,Smb,Contactmatcher,25.824,6,0.2,9.3612,2021,11,0.3625,Low
AMER-2021-135545,2021-11-24,20211124,United States,New York City,Amer,Namer,Mondelez International,1067,Consumer Products,Smb,Support,146.73,3,0.0,68.9631,2021,11,0.47000000000000003,No Discount
AMER-2021-135545,2021-11-24,20211124,United States,New York City,Amer,Namer,Mondelez International,1067,Consumer Products,Smb,Saas Connector Pack,79.76,4,0.0,22.3328,2021,11,0.27999999999999997,No Discount
APJ-2021-164175,2021-04-30,20210430,Australia,Sydney,Apj,Anz,Abbott Laboratories,1001,Healthcare,Enterprise,Financehub,213.115,5,0.3,-15.2225,2021,4,-0.07142857142857142,Medium
AMER-2020-106376,2020-12-05,20201205,Chile,Puente Alto,Amer,Latam,Morgan Stanley,1068,Finance,Strategic,Chatbot Plugin,1113.024,8,0.2,111.3024,2020,12,0.10000000000000002,Low
AMER-2020-106376,2020-12-05,20201205,Chile,Puente Alto,Amer,Latam,Morgan Stanley,1068,Finance,Strategic,Site Analytics,167.968,4,0.2,62.988,2020,12,0.375,Low
EMEA-2022-119823,2022-06-05,20220605,Spain,Madrid,Emea,Eu-West,Fannie Mae,1035,Finance,Smb,Support,75.88,2,0.0,35.6636,2022,6,0.4700000000000001,No Discount
EMEA-2022-106075,2022-09-19,20220919,United Kingdom,London,Emea,Ukir,Aetna,1002,Healthcare,Smb,Contactmatcher,4.616,1,0.2,1.731,2022,9,0.37500000000000006,Low
AMER-2023-114440,2023-09-15,20230915,Brazil,Rio De Janeiro,Amer,Latam,Intel,1051,Tech,Smb,Support,19.05,3,0.0,8.763,2023,9,0.45999999999999996,No Discount
EMEA-2021-134026,2021-04-26,20210426,South Africa,Cape Town,Emea,Mea,Oracle,1072,Tech,Smb,Financehub,831.936,8,0.2,-114.3912,2021,4,-0.13749999999999998,Low
EMEA-2021-134026,2021-04-26,20210426,South Africa,Cape Town,Emea,Mea,Oracle,1072,Tech,Smb,Saas Connector Pack,97.04,2,0.2,1.213,2021,4,0.0125,Low
EMEA-2021-134026,2021-04-26,20210426,South Africa,Cape Town,Emea,Mea,Oracle,1072,Tech,Smb,Marketing Suite - Gold,72.784,1,0.2,-18.196,2021,4,-0.25,Low
APJ-2023-118038,2023-12-10,20231210,Japan,Tokyo,Apj,Japn,Nissan Motor,1098,Transportation,Strategic,Contactmatcher,1.248,3,0.8,-1.9344,2023,12,-1.5499999999999998,High
APJ-2023-118038,2023-12-10,20231210,Japan,Tokyo,Apj,Japn,Nissan Motor,1098,Transportation,Strategic,Saas Connector Pack,9.708,3,0.6,-5.8248,2023,12,-0.6,High
APJ-2023-118038,2023-12-10,20231210,Japan,Tokyo,Apj,Japn,Nissan Motor,1098,Transportation,Strategic,Marketing Suite - Gold,27.24,3,0.2,2.724,2023,12,0.10000000000000002,Low
APJ-2020-147606,2020-11-26,20201126,Japan,Tokyo,Apj,Japn,Oracle,1072,Tech,Smb,Saas Connector Pack,19.3,5,0.6,-14.475,2020,11,-0.75,High
EMEA-2022-127208,2022-06-13,20220613,Portugal,Lisboa,Emea,Eu-West,Tyson Foods,1088,Consumer Products,Strategic,Oneview,208.16,1,0.0,56.2032,2022,6,0.27,No Discount
EMEA-2022-127208,2022-06-13,20220613,Portugal,Lisboa,Emea,Eu-West,Tyson Foods,1088,Consumer Products,Strategic,Contactmatcher,16.74,3,0.0,8.0352,2022,6,0.48000000000000004,No Discount
AMER-2020-139451,2020-10-12,20201012,United States,Los Angeles,Amer,Namer,Verizon Communications,1094,Communications,Smb,Chatbot Plugin,14.9,5,0.0,4.172,2020,10,0.27999999999999997,No Discount
AMER-2020-139451,2020-10-12,20201012,United States,Los Angeles,Amer,Namer,Verizon Communications,1094,Communications,Smb,Marketing Suite - Gold,21.39,1,0.0,6.2031,2020,10,0.29,No Discount
EMEA-2021-149734,2021-09-03,20210903,Sweden,Uppsala,Emea,Nor,Itochu,1032,Finance,Strategic,Saas Connector Pack - Gold,200.984,7,0.2,62.8075,2021,9,0.3125,Low
APJ-2023-119662,2023-11-14,20231114,Australia,Sydney,Apj,Anz,Royal Dutch Shell,1031,Energy,Enterprise,Marketing Suite - Gold,230.376,3,0.2,-48.9549,2023,11,-0.2125,Low
AMER-2023-140088,2023-05-29,20230529,Colombia,Bogotá,Amer,Latam,Morgan Stanley,1068,Finance,Smb,Financehub,301.96,2,0.0,33.2156,2023,5,0.11000000000000001,No Discount
EMEA-2023-155558,2023-10-27,20231027,Luxembourg,Luxembourg,Emea,Eu-West,Daimler,1052,Transportation,Smb,Data Smasher,19.99,1,0.0,6.7966,2023,10,0.34,No Discount
EMEA-2023-155558,2023-10-27,20231027,Luxembourg,Luxembourg,Emea,Eu-West,Daimler,1052,Transportation,Smb,Financehub,6.16,2,0.0,2.9568,2023,10,0.48,No Discount
APJ-2022-159695,2022-04-06,20220406,Japan,Tokyo,Apj,Japn,Fannie Mae,1035,Finance,Enterprise,Marketing Suite - Gold,158.368,7,0.2,13.8572,2022,4,0.08750000000000001,Low
AMER-2022-109806,2022-09-18,20220918,United States,New York City,Amer,Namer,Daimler,1052,Transportation,Strategic,Chatbot Plugin,20.1,3,0.0,6.633,2022,9,0.32999999999999996,No Discount
AMER-2022-109806,2022-09-18,20220918,United States,New York City,Amer,Namer,Daimler,1052,Transportation,Strategic,Site Analytics,73.584,2,0.2,8.2782,2022,9,0.11249999999999999,Low
AMER-2022-109806,2022-09-18,20220918,United States,New York City,Amer,Namer,Daimler,1052,Transportation,Strategic,Support,6.48,1,0.0,3.1104,2022,9,0.4799999999999999,No Discount
EMEA-2021-149587,2021-01-31,20210131,Luxembourg,Luxembourg,Emea,Eu-West,Morgan Stanley,1068,Finance,Smb,Support,12.96,2,0.0,6.2208,2021,1,0.4799999999999999,No Discount
EMEA-2021-149587,2021-01-31,20210131,Luxembourg,Luxembourg,Emea,Eu-West,Morgan Stanley,1068,Finance,Smb,Saas Connector Pack,53.34,3,0.0,16.5354,2021,1,0.30999999999999994,No Discount
EMEA-2021-149587,2021-01-31,20210131,Luxembourg,Luxembourg,Emea,Eu-West,Morgan Stanley,1068,Finance,Smb,Contactmatcher,32.96,2,0.0,16.1504,2021,1,0.49000000000000005,No Discount
EMEA-2023-109484,2023-11-07,20231107,Belgium,Brussels,Emea,Eu-West,Walgreens,1095,Retail,Enterprise,Contactmatcher,5.682,1,0.7,-3.788,2023,11,-0.6666666666666666,High
EMEA-2023-161018,2023-11-10,20231110,United Kingdom,London,Emea,Ukir,Boeing,1014,Manufacturing,Enterprise,Saas Connector Pack,96.53,7,0.0,40.5426,2023,11,0.42,No Discount
AMER-2023-157833,2023-06-18,20230618,United States,Los Angeles,Amer,Namer,Valero Energy,1093,Energy,Smb,Contactmatcher,51.312,3,0.2,17.9592,2023,6,0.35,Low
EMEA-2022-149223,2022-09-07,20220907,Luxembourg,Luxembourg,Emea,Eu-West,Nestle,1089,Consumer Products,Strategic,Oneview,77.88,6,0.0,22.5852,2022,9,0.29000000000000004,No Discount
APJ-2022-158568,2022-08-30,20220830,Australia,Sydney,Apj,Anz,Philip Morris International,1075,Consumer Products,Enterprise,Support,64.624,7,0.2,22.6184,2022,8,0.35000000000000003,Low
APJ-2022-158568,2022-08-30,20220830,Australia,Sydney,Apj,Anz,Philip Morris International,1075,Consumer Products,Enterprise,Data Smasher,95.976,3,0.2,-10.7973,2022,8,-0.1125,Low
APJ-2022-158568,2022-08-30,20220830,Australia,Sydney,Apj,Anz,Philip Morris International,1075,Consumer Products,Enterprise,Contactmatcher,1.788,3,0.8,-3.0396,2022,8,-1.7,High
EMEA-2022-129903,2022-12-02,20221202,Luxembourg,Luxembourg,Emea,Eu-West,Trafigura Group,1100,Finance,Smb,Support,23.92,4,0.0,11.7208,2022,12,0.49,No Discount
EMEA-2021-156867,2021-11-13,20211113,Russia,Moscow,Emea,Eu-East,Walmart,1096,Retail,Smb,Data Smasher,238.896,6,0.2,-26.8758,2021,11,-0.11250000000000002,Low
EMEA-2021-156867,2021-11-13,20211113,Russia,Moscow,Emea,Eu-East,Walmart,1096,Retail,Smb,Saas Connector Pack,102.36,3,0.2,-3.8385,2021,11,-0.0375,Low
EMEA-2021-156867,2021-11-13,20211113,Russia,Moscow,Emea,Eu-East,Walmart,1096,Retail,Smb,Contactmatcher,36.882,3,0.7,-25.8174,2021,11,-0.7000000000000001,High
EMEA-2023-119004,2023-11-24,20231124,Sweden,Stockholm,Emea,Nor,Cisco Systems,1019,Tech,Smb,Data Smasher,74.112,8,0.2,17.6016,2023,11,0.23750000000000004,Low
EMEA-2023-119004,2023-11-24,20231124,Sweden,Stockholm,Emea,Nor,Cisco Systems,1019,Tech,Smb,Site Analytics,27.992,1,0.2,2.0994,2023,11,0.075,Low
EMEA-2023-119004,2023-11-24,20231124,Sweden,Stockholm,Emea,Nor,Cisco Systems,1019,Tech,Smb,Chatbot Plugin,3.304,1,0.2,1.0738,2023,11,0.32500000000000007,Low
APJ-2021-129476,2021-10-15,20211015,Australia,Canberra,Apj,Anz,Nissan Motor,1098,Transportation,Enterprise,Data Smasher,339.96,5,0.2,67.992,2021,10,0.20000000000000004,Low
EMEA-2023-146780,2023-12-26,20231226,United Kingdom,London,Emea,Ukir,Prudential Financial,1078,Finance,Strategic,Saas Connector Pack,41.96,2,0.0,10.9096,2023,12,0.25999999999999995,No Discount
EMEA-2022-128867,2022-11-04,20221104,Netherlands,The Hague,Emea,Eu-West,Walmart,1096,Retail,Smb,Chatbot Plugin,75.96,2,0.0,22.788,2022,11,0.30000000000000004,No Discount
EMEA-2022-128867,2022-11-04,20221104,Netherlands,The Hague,Emea,Eu-West,Walmart,1096,Retail,Smb,Contactmatcher,27.24,6,0.0,13.3476,2022,11,0.49000000000000005,No Discount
AMER-2020-115259,2020-08-25,20200825,Mexico,Mexico City,Amer,Latam,Amazon,1004,Tech,Smb,Storage,40.096,14,0.2,14.5348,2020,8,0.36250000000000004,Low
AMER-2020-115259,2020-08-25,20200825,Mexico,Mexico City,Amer,Latam,Amazon,1004,Tech,Smb,Saas Connector Pack - Gold,4.72,2,0.2,1.652,2020,8,0.35,Low
AMER-2020-115259,2020-08-25,20200825,Mexico,Mexico City,Amer,Latam,Amazon,1004,Tech,Smb,Support,23.976,3,0.2,7.4925,2020,8,0.3125,Low
AMER-2020-115259,2020-08-25,20200825,Mexico,Mexico City,Amer,Latam,Amazon,1004,Tech,Smb,Saas Connector Pack - Gold,130.464,6,0.2,44.0316,2020,8,0.33749999999999997,Low
AMER-2021-110457,2021-03-02,20210302,Canada,Toronto,Amer,Namer,Trafigura Group,1100,Finance,Smb,Contactmatcher,787.53,3,0.0,165.3813,2021,3,0.21000000000000002,No Discount
EMEA-2021-136476,2021-04-05,20210405,South Africa,Cape Town,Emea,Mea,Gazprom,1027,Energy,Strategic,Contactmatcher,157.794,1,0.7,-115.7156,2021,4,-0.7333333333333333,High
APJ-2022-103730,2022-06-13,20220613,Philippines,Manila,Apj,Apac,Aetna,1002,Healthcare,Smb,Saas Connector Pack,47.04,3,0.0,18.3456,2022,6,0.39,No Discount
APJ-2022-103730,2022-06-13,20220613,Philippines,Manila,Apj,Apac,Aetna,1002,Healthcare,Smb,Contactmatcher,30.84,4,0.0,13.878,2022,6,0.45,No Discount
APJ-2022-103730,2022-06-13,20220613,Philippines,Manila,Apj,Apac,Aetna,1002,Healthcare,Smb,Marketing Suite - Gold,226.56,6,0.0,63.4368,2022,6,0.27999999999999997,No Discount
APJ-2022-103730,2022-06-13,20220613,Philippines,Manila,Apj,Apac,Aetna,1002,Healthcare,Smb,Saas Connector Pack - Gold,115.02,9,0.0,51.759,2022,6,0.45,No Discount
APJ-2022-103730,2022-06-13,20220613,Philippines,Manila,Apj,Apac,Aetna,1002,Healthcare,Smb,Site Analytics,68.04,7,0.0,19.7316,2022,6,0.29,No Discount
APJ-2020-152030,2020-12-26,20201226,Japan,Tokyo,Apj,Japn,Fedex,1036,Transportation,Enterprise,Financehub,600.558,3,0.3,-8.5794,2020,12,-0.014285714285714285,Medium
APJ-2020-134614,2020-09-20,20200920,Australia,Geelong,Apj,Anz,Tesco,1059,Retail,Smb,Contactmatcher,617.7,6,0.5,-407.682,2020,9,-0.66,Medium
AMER-2023-107272,2023-11-06,20231106,Chile,Santiago,Amer,Latam,Honda Motor,1045,Manufacturing,Smb,Contactmatcher,2.388,2,0.7,-1.8308,2023,11,-0.7666666666666667,High
AMER-2023-107272,2023-11-06,20231106,Chile,Santiago,Amer,Latam,Honda Motor,1045,Manufacturing,Smb,Marketing Suite - Gold,243.992,7,0.2,30.499,2023,11,0.125,Low
AMER-2022-125969,2022-11-07,20221107,United States,New York City,Amer,Namer,Prudential Financial,1078,Finance,Enterprise,Financehub,81.424,2,0.2,-9.1602,2022,11,-0.11249999999999999,Low
AMER-2022-125969,2022-11-07,20221107,United States,New York City,Amer,Namer,Prudential Financial,1078,Finance,Enterprise,Saas Connector Pack,238.56,3,0.0,26.2416,2022,11,0.10999999999999999,No Discount
AMER-2023-164147,2023-02-03,20230203,Mexico,Mexico City,Amer,Latam,Banco Santander,1101,Finance,Strategic,Site Analytics,59.97,5,0.4,-11.994,2023,2,-0.2,Medium
AMER-2023-164147,2023-02-03,20230203,Mexico,Mexico City,Amer,Latam,Banco Santander,1101,Finance,Strategic,Support,78.304,2,0.2,29.364,2023,2,0.375,Low
AMER-2023-164147,2023-02-03,20230203,Mexico,Mexico City,Amer,Latam,Banco Santander,1101,Finance,Strategic,Storage,21.456,9,0.2,6.9732,2023,2,0.325,Low
AMER-2022-145583,2022-10-14,20221014,United States,Aurora,Amer,Namer,Cvs Health,1026,Retail,Smb,Support,20.04,3,0.0,9.6192,2022,10,0.48,No Discount
AMER-2022-145583,2022-10-14,20221014,United States,Aurora,Amer,Namer,Cvs Health,1026,Retail,Smb,Support,35.44,1,0.0,16.6568,2022,10,0.47000000000000003,No Discount
AMER-2022-145583,2022-10-14,20221014,United States,Aurora,Amer,Namer,Cvs Health,1026,Retail,Smb,Chatbot Plugin,11.52,4,0.0,3.456,2022,10,0.3,No Discount
AMER-2022-145583,2022-10-14,20221014,United States,Aurora,Amer,Namer,Cvs Health,1026,Retail,Smb,Storage,4.02,2,0.0,1.9698,2022,10,0.49000000000000005,No Discount
AMER-2022-145583,2022-10-14,20221014,United States,Aurora,Amer,Namer,Cvs Health,1026,Retail,Smb,Contactmatcher,76.176,3,0.2,26.6616,2022,10,0.35,Low
AMER-2022-145583,2022-10-14,20221014,United States,Aurora,Amer,Namer,Cvs Health,1026,Retail,Smb,Support,65.88,6,0.0,18.4464,2022,10,0.28,No Discount
AMER-2022-145583,2022-10-14,20221014,United States,Aurora,Amer,Namer,Cvs Health,1026,Retail,Smb,Saas Connector Pack,43.12,14,0.0,20.6976,2022,10,0.48000000000000004,No Discount
EMEA-2022-110366,2022-09-06,20220906,France,Paris,Emea,Eu-West,General Motors,1041,Manufacturing,Strategic,Saas Connector Pack,82.8,2,0.2,10.35,2022,9,0.125,Low
AMER-2023-106180,2023-09-19,20230919,United States,Los Angeles,Amer,Namer,State Farm Insurance Cos.,1082,Finance,Strategic,Chatbot Plugin,8.82,3,0.0,2.3814,2023,9,0.27,No Discount
